SN,Pers1_id,pay5_2,pay5_3a,pay5_3aOther,pay5_3b__0,pay5_4,pay5_5,pay5_6
4407,Child,Urban community, , ,Tabora,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4645,Child,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
5288,Child,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
7669,Child,Rural village, , ,Songwe,When you can,Through mobile phone using the same network,Household use (food/clothing)
5480,Child,Urban community, , ,Mara,When you can,Through mobile phone using the same network,Household use (food/clothing)
502,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1003,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
3114,Child,Urban community, , ,Rukwa,Weekly,Through mobile phone using the same network,Household use (food/clothing)
1006,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
272,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2850,Child,Urban community, , ,Morogoro,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9061,Child,Urban community, , ,Mara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1008,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
3364,Child,Rural village, , ,Tabora,When you can,Through mobile phone using the same network,Household use (food/clothing)
5149,Child,Urban community, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
3628,Child,Rural village, , ,Kigoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
8879,Child,Urban community, , ,Mwanza,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8328,Child,Rural village, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
4650,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
5916,Child,Rural village, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2854,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
713,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7983,Child,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
5918,Child,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4147,Child,Urban community, , ,Kagera,When you can,Through mobile phone using the same network,Household use (food/clothing)
7696,Child,Rural village, , ,Tabora,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2010,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1014,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
4421,Child,Rural village, , ,Katavi,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
2012,Child,Urban community, , ,Mtwara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4934,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1016,Child,Urban community, , ,Tanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1017,Child,Rural village, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4661,Child,Rural village, , ,Mara,When you can,Through mobile phone using the same network,Household use (food/clothing)
4935,Child,Urban community, , ,Kilimanjaro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9063,Child,Urban community, , ,Mwanza,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8593,Child,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
9448,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
4426,Child,Rural village, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
3637,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1589,Child,Rural village, , ,Pwani,When you can,Through mobile phone using the same network,Household use (food/clothing)
3133,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
717,Child,Urban community, , ,Kilimanjaro,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1024,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9516,Child,Rural village, , ,Kigoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
5303,Child,Urban community, , ,Simiyu,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7209,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
722,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
518,Child,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5503,Child,Rural village, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1030,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
3378,Child,Rural village, , ,Rukwa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1355,Child,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5304,Child,Urban community, , ,Dodoma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1032,Child,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
6967,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2275,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
4665,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
7067,Child,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9740,Child,Urban community, , ,Kaskazini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1597,Child,Rural village, , ,Pwani,When you can,Through mobile phone using the same network,Household use (food/clothing)
5742,Child,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
5308,Child,Urban community, , ,Tabora,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5167,Child,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
3385,Child,Urban community, , ,Songwe,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2483,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
4178,Child,Urban community, , ,Kagera,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5932,Child,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2655,Child,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
303,Child,Urban community, , ,Pwani,Weekly,Through mobile phone using the same network,Household use (food/clothing)
5170,Child,Urban community, , ,Morogoro,When you can,Through mobile phone using the same network,Household use (food/clothing)
1794,Child,Rural village, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5758,Child,Rural village, , ,Shinyanga,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
2288,Child,Urban community, , ,Ruvuma,When you can,Through mobile phone using the same network,Household use (food/clothing)
7077,Child,Urban community, , ,Kilimanjaro,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8607,Child,Urban community, , ,Kaskazini Pemba,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9333,Child,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1046,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6332,Child,Rural village, , ,Kaskazini Pemba,When you can,Through mobile phone using the same network,Household use (food/clothing)
8915,Child,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4184,Child,Urban community, , ,Morogoro,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1048,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
733,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7079,Child,Urban community, , ,Manyara,Monthly,Through mobile phone using the same network,Household use (food/clothing)
2662,Child,Rural village, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7231,Child,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1052,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2052,Child,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
9457,Child,Urban community, , ,Kaskazini Unguja,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8485,Child,Urban community, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5763,Child,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4460,Child,Rural village, , ,Kagera,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8613,Child,Urban community, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1059,Child,Rural village, , ,Tanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9334,Child,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7084,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1061,Child,Urban community, , ,Tanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1062,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
739,Child,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
7245,Child,Rural village, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4688,Child,Rural village, , ,Morogoro,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8492,Child,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
1064,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
4464,Child,Urban community, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
3183,Child,Urban community, , ,Singida,When you can,Through mobile phone using the same network,Household use (food/clothing)
8926,Child,Urban community, , ,Iringa,When you can,Through mobile phone using the same network,Household use (food/clothing)
9274,Child,Urban community, , ,Morogoro,When you can,Through mobile phone using the same network,Household use (food/clothing)
1067,Child,Urban community, , ,Dar es Salaam,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
741,Child,Rural village, , ,Kilimanjaro,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5322,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8197,Child,Urban community, , ,Morogoro,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1068,Child,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5180,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1394,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5532,Child,Urban community, , ,Kigoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3185,Child,Urban community, , ,Tabora,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4985,Child,Urban community, , ,Pwani,When you can,Through mobile phone using the same network,Household use (food/clothing)
2895,Child,Urban community, , ,Morogoro,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
327,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4199,Child,Rural village, , ,Kagera,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
4470,Child,Urban community, , ,Mara,When you can,Through mobile phone using the same network,Household use (food/clothing)
8930,Child,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5772,Child,Rural village, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
4989,Child,Rural village, , ,Manyara,When you can,Through mobile phone using the same network,Household use (food/clothing)
8004,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4991,Child,Rural village, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4700,Child,Urban community, , ,Tabora,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
2071,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7091,Child,Urban community, , ,Kilimanjaro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1817,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7092,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8936,Child,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
5540,Child,Rural village, , ,Kagera,When you can,Through mobile phone using the same network,Household use (food/clothing)
4218,Child,Urban community, , ,Dodoma,Monthly,Through mobile phone using the same network,Household use (food/clothing)
2693,Child,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
2080,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
5544,Child,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5778,Child,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
8941,Child,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
5546,Child,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8625,Child,Urban community, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1824,Child,Urban community, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7093,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8071,Child,Urban community, , ,Tanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8627,Child,Urban community, , ,Mara,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
3729,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
761,Child,Urban community, , ,Pwani,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5191,Child,Urban community, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
7096,Child,Urban community, , ,Kaskazini Unguja,When you can,Through mobile phone using the same network,Household use (food/clothing)
8947,Child,Urban community, , ,Mara,Monthly,Through mobile phone using the same network,Household use (food/clothing)
4492,Child,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5192,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6614,Child,Urban community, , ,Mjini Magharibi,Weekly,Through mobile phone using the same network,Household use (food/clothing)
2511,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8700,Child,Urban community, , ,Iringa,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3738,Child,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3739,Child,Urban community, , ,Rukwa,When you can,Through mobile phone using the same network,Household use (food/clothing)
554,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
9478,Child,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1101,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1102,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2918,Child,Urban community, , ,Dodoma,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5787,Child,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
8955,Child,Urban community, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8110,Child,Urban community, , ,Dodoma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8507,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
5789,Child,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8077,Child,Rural village, , ,Njombe,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7098,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
3226,Child,Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1111,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1113,Child,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
561,Child,Rural village, , ,Arusha,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8356,Child,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
1116,Child,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9283,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
775,Child,Urban community, , ,Kilimanjaro,When you can,Through mobile phone using the same network,Household use (food/clothing)
1117,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1118,Child,Urban community, , ,Tanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7395,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
2929,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
1842,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1121,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
1123,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
7100,Child,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
3237,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
3762,Child,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
2102,Child,Rural village, , ,Ruvuma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8412,Child,Urban community, , ,Katavi,When you can,Through mobile phone using the same network,Household use (food/clothing)
1126,Child,Urban community, , ,Morogoro,Monthly,Through mobile phone using the same network,Household use (food/clothing)
781,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
784,Child,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1127,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2526,Child,Urban community, , ,Ruvuma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5572,Child,Urban community, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
365,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
5573,Child,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1130,Child,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
1843,Child,Rural village, , ,Mtwara,When you can,Through mobile phone using the same network,Household use (food/clothing)
4519,Child,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
3242,Child,Urban community, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2530,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
4730,Child,Urban community, , ,Mara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6795,Child,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4246,Child,Urban community, , ,Kigoma,Monthly,Through mobile phone using the same network,Household use (food/clothing)
4731,Child,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1135,Child,Urban community, , ,Tanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5802,Child,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
2338,Child,Rural village, , ,Ruvuma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
796,Child,Urban community, , ,Pwani,When you can,Through mobile phone using the same network,Household use (food/clothing)
2340,Child,Rural village, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1138,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9539,Child,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5579,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5350,Child,Urban community, , ,Tabora,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5978,Child,Urban community, , ,Songwe,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9351,Child,Urban community, , ,Katavi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2722,Child,Rural village, , ,Mbeya,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8709,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8517,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1141,Child,Urban community, , ,Kaskazini Pemba,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2940,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1144,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8990,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
9098,Child,Urban community, , ,Mwanza,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7877,Child,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2538,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
4741,Child,Rural village, , ,Mara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1148,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1661,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4529,Child,Urban community, , ,Geita,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9294,Child,Urban community, , ,Tabora,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1154,Child,Urban community, , ,Kilimanjaro,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8417,Child,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
8022,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
384,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
3792,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2124,Child,Urban community, , ,Mtwara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7107,Child,Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2125,Child,Urban community, , ,Pwani,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8418,Child,Urban community, , ,Dodoma,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7108,Child,Urban community, , ,Kaskazini Unguja,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3263,Child,Urban community, , ,Dodoma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
4745,Child,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
805,Spouse,Urban community, , ,Tanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8026,Spouse,Urban community, , ,Mbeya,Weekly,Through mobile phone using the same network,Household use (food/clothing)
6634,Spouse,Urban community, , ,Geita,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8361,Spouse,Urban community, , ,Rukwa,When you can,Through mobile phone using the same network,Household use (food/clothing)
2353,Spouse,Rural village, , ,Dodoma,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7421,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7936,Spouse,Urban community, , ,Mtwara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8727,Spouse,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
1676,Spouse,Rural village, , ,Pwani,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8732,Spouse,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9363,Spouse,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4286,Spouse,Rural village, , ,Shinyanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
3999,Spouse,Rural village, , ,Kagera,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6510,Spouse,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
4782,Spouse,Rural village, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9368,Spouse,Rural village, , ,Geita,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
7455,Spouse,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
7314,Spouse,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
6821,Spouse,Urban community, , ,Manyara,When you can,Through mobile phone using the same network,Household use (food/clothing)
7005,Spouse,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
7461,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4293,Spouse,Rural village, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9374,Spouse,Rural village, , ,Mara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6160,Spouse,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8530,Spouse,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7007,Spouse,Rural village, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5624,Spouse,Urban community, , ,Geita,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6515,Spouse,Urban community, , ,Tanga,Weekly,Through mobile phone using the same network,Household use (food/clothing)
2371,Spouse,Urban community, , ,Iringa,Weekly,Through mobile phone using the same network,Household use (food/clothing)
9859,Spouse,Rural village, , ,Kusini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
133,Spouse,Urban community, , ,Mbeya,Monthly,Through mobile phone using the same network,Household use (food/clothing)
