SN,Exp_id,E14_3,E14_2
5531,You received no money/less money than you expected,Yes,Cut down on expenses
7372,You received no money/less money than you expected,Yes,Used savings;
6100,You received no money/less money than you expected,Yes,Borrowed money
3183,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
8926,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
8926,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
5321,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9274,You received no money/less money than you expected,Yes,Used savings;
4690,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2060,You received no money/less money than you expected,Yes,Cut down on expenses
8493,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2061,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6453,You had large unforeseen medical expenses,No,Used savings;
1390,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1390,You received no money/less money than you expected,Yes,Nothing
1390,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
1390,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1390,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
7755,You received no money/less money than you expected,Yes,Nothing
1066,You had large unforeseen medical expenses,Yes,Nothing
4465,You received no money/less money than you expected,Yes,Used savings;
4465,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
4466,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4466,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
4466,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9335,You had large unforeseen medical expenses,Yes,Borrowed money
9895,You received no money/less money than you expected,Yes,Used savings;
5179,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
5944,"You had large unforeseen expenses, specify",Yes,Sold agriproducts/livestock/harvest
7373,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
6756,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9594,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
9139,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
9139,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9139,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
9139,You received no money/less money than you expected,Yes,Cut down on expenses
8494,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
8692,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
8692,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
8692,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
8692,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9275,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
8197,You received no money/less money than you expected,Yes,Help from friends/relatives/community/Government
8197,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
4982,You had large unforeseen death/funeral expenses,Yes,Borrowed money
5769,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5769,You received no money/less money than you expected,Yes,Cut down on expenses
2893,You had large unforeseen death/funeral expenses,Yes,Sold an asset/something obtained for this purpose
2893,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
1068,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1612,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5945,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
5945,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
6102,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
7758,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7758,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
7758,You received no money/less money than you expected,Yes,Worked more/did casual jobs
323,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
323,You had large unforeseen medical expenses,Yes,Nothing
323,You had large unforeseen death/funeral expenses,Yes,Nothing
323,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
3413,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
6757,"You had large unforeseen expenses, specify",Yes,Borrowed money
6757,You had large unforeseen death/funeral expenses,Yes,Used savings;
6757,You had large unforeseen medical expenses,Yes,Used savings;
6757,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
6757,You received no money/less money than you expected,Yes,Used savings;
6103,You received no money/less money than you expected,Yes,Cut down on expenses
6103,You had large unforeseen medical expenses,Yes,Cut down on expenses
6601,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1394,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1394,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1394,"You had large unforeseen expenses, specify",Yes,Sold agriproducts/livestock/harvest
1394,You had large unforeseen medical expenses,Yes,Sold asset/something not obtained for this purpose
1394,You received no money/less money than you expected,Yes,Nothing
325,You had large unforeseen death/funeral expenses,No,Sold agriproducts/livestock/harvest
5946,You had large unforeseen medical expenses,Yes,Used savings;
5323,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
4691,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
4691,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
4691,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2062,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
2062,You had large unforeseen death/funeral expenses,No,Nothing
2062,You received no money/less money than you expected,Yes,Cut down on expenses
3414,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9565,You had large unforeseen medical expenses,Yes,Used savings;
1809,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
7922,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
7922,You received no money/less money than you expected,No,Cut down on expenses
2063,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
2063,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
2063,You received no money/less money than you expected,Yes,Cut down on expenses
2491,You received no money/less money than you expected,Yes,Used savings;
743,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2676,You received no money/less money than you expected,Yes,Nothing
2676,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2676,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
9759,You received no money/less money than you expected,Yes,Nothing
7759,You had large unforeseen medical expenses,Yes,Used savings;
7759,You received no money/less money than you expected,Yes,Used savings;
7086,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6248,You had large unforeseen medical expenses,Yes,Sold asset/something not obtained for this purpose
4983,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
1397,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold an asset/something obtained for this purpose
4693,You had large unforeseen medical expenses,Yes,Used savings;
4693,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
4693,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
4984,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1070,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
7760,You had large unforeseen medical expenses,Yes,Borrowed money
6975,Harvest/crop failure/loss of livestock only for those who farm?,No,Used savings;
6975,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Used savings;
6975,You received no money/less money than you expected,No,Worked more/did casual jobs
1398,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
3185,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3185,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
7761,You received no money/less money than you expected,Yes,Used savings;
2302,You had large unforeseen medical expenses,Yes,Cut down on expenses
540,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
540,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
7374,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
7374,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4985,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9595,You had large unforeseen medical expenses,Yes,Used savings;
1071,You had large unforeseen death/funeral expenses,No,Nothing
1071,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2492,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
1811,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1811,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
6895,You had large unforeseen medical expenses,Yes,Used savings;
4694,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4694,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2064,You received no money/less money than you expected,Yes,Nothing
2064,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2064,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2064,You had large unforeseen medical expenses,Yes,Nothing
6454,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
6454,You had large unforeseen death/funeral expenses,Yes,Used savings;
6454,You had large unforeseen medical expenses,No,Used savings;
8402,You had large unforeseen medical expenses,No,Help from friends/relatives/community/Government
3415,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3415,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6333,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6333,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
9462,You had large unforeseen death/funeral expenses,Yes,Used savings;
3186,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6758,You received no money/less money than you expected,Yes,Cut down on expenses
6758,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
3931,You had large unforeseen death/funeral expenses,Yes,Used savings;
3931,You had large unforeseen medical expenses,Yes,Used savings;
1399,You had large unforeseen medical expenses,Yes,Used savings;
3932,You received no money/less money than you expected,Yes,Used savings;
2680,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2065,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
1614,You had large unforeseen death/funeral expenses,No,Used savings;
1614,You had large unforeseen medical expenses,No,Used savings;
1614,You received no money/less money than you expected,Yes,Cut down on expenses
4468,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
8070,You received no money/less money than you expected,Yes,Nothing
8070,You had large unforeseen medical expenses,Yes,Nothing
8070,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
327,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
327,You received no money/less money than you expected,Yes,Worked more/did casual jobs
7375,You had large unforeseen medical expenses,Yes,Sold asset/something not obtained for this purpose
7375,You had large unforeseen death/funeral expenses,Yes,Sold asset/something not obtained for this purpose
1812,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
9277,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
4469,You received no money/less money than you expected,Yes,Worked more/did casual jobs
1073,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
8003,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
744,You had large unforeseen medical expenses,Yes,Cut down on expenses
5771,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5771,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
745,You had large unforeseen death/funeral expenses,Yes,Used savings;
72,You received no money/less money than you expected,Yes,Nothing
72,You had large unforeseen death/funeral expenses,Yes,Nothing
72,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
72,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
4199,You received no money/less money than you expected,Yes,Borrowed money
4199,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
4695,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Nothing
4695,You received no money/less money than you expected,No,Nothing
4200,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3189,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
4470,You had large unforeseen death/funeral expenses,Yes,Used savings;
4470,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
8693,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
3711,You received no money/less money than you expected,Yes,Worked more/did casual jobs
3711,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
3711,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
3711,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
4201,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
4201,You received no money/less money than you expected,Yes,Cut down on expenses
7764,You received no money/less money than you expected,Yes,Borrowed money
7765,You received no money/less money than you expected,Yes,Cut down on expenses
4987,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
4987,You received no money/less money than you expected,Yes,Nothing
4987,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
3190,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
5324,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
5324,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1076,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9463,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
3192,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
3192,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1617,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
7766,You received no money/less money than you expected,Yes,Nothing
6457,You had large unforeseen medical expenses,Yes,Nothing
6457,You had large unforeseen death/funeral expenses,Yes,Nothing
6457,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6457,You received no money/less money than you expected,Yes,Nothing
9845,You had large unforeseen medical expenses,Yes,Cut down on expenses
9760,"You had large unforeseen expenses, specify",Yes,Borrowed money
7767,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
4471,You had large unforeseen medical expenses,No,Nothing
1401,You had large unforeseen medical expenses,Yes,Used savings;
1401,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
1401,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
6976,You had large unforeseen medical expenses,Yes,Borrowed money
4988,You received no money/less money than you expected,Yes,Nothing
4988,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9337,You received no money/less money than you expected,Yes,Nothing
1077,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1077,You received no money/less money than you expected,Yes,Nothing
1077,You had large unforeseen death/funeral expenses,Yes,Nothing
7248,You had large unforeseen death/funeral expenses,Yes,Sold an asset/something obtained for this purpose
7248,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
9896,You received no money/less money than you expected,No,Borrowed money
746,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
746,You received no money/less money than you expected,Yes,Cut down on expenses
4202,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
4202,You had large unforeseen death/funeral expenses,Yes,Help from friends/relatives/community/Government
4202,You received no money/less money than you expected,Yes,Help from friends/relatives/community/Government
4202,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
8618,You had large unforeseen death/funeral expenses,Yes,Used savings;
2494,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5772,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5772,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
5772,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
3416,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
2066,You had large unforeseen death/funeral expenses,No,Nothing
543,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
543,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
543,You received no money/less money than you expected,Yes,Nothing
543,You had large unforeseen medical expenses,No,Worked more/did casual jobs
330,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2496,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
9524,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9524,You received no money/less money than you expected,Yes,Used savings;
9524,You had large unforeseen medical expenses,Yes,Used savings;
3417,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
3417,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9596,You received no money/less money than you expected,Yes,Cut down on expenses
6105,You received no money/less money than you expected,Yes,Used savings;
6105,You had large unforeseen medical expenses,Yes,Used savings;
331,You received no money/less money than you expected,Yes,Nothing
3193,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3193,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Nothing
3193,You had large unforeseen medical expenses,Yes,Cut down on expenses
2067,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2067,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1403,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1403,You received no money/less money than you expected,Yes,Worked more/did casual jobs
1403,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
1403,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
747,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
747,You received no money/less money than you expected,Yes,Borrowed money
9763,You received no money/less money than you expected,Yes,Borrowed money
6759,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9278,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
3936,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
6334,You had large unforeseen medical expenses,Yes,Used savings;
6334,You received no money/less money than you expected,Yes,Used savings;
6334,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
4205,You had large unforeseen medical expenses,Yes,Used savings;
6106,You had large unforeseen death/funeral expenses,Yes,Used savings;
6106,You had large unforeseen medical expenses,Yes,Used savings;
6106,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
6977,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
6977,You received no money/less money than you expected,Yes,Nothing
1618,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
4474,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Used savings;
4475,You received no money/less money than you expected,Yes,Sold an asset/something obtained for this purpose
4475,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
4475,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2682,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2682,You received no money/less money than you expected,Yes,Worked more/did casual jobs
3714,You had large unforeseen medical expenses,Yes,Nothing
5949,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5949,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
5949,You received no money/less money than you expected,Yes,Cut down on expenses
2498,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4990,You received no money/less money than you expected,Yes,Worked more/did casual jobs
8931,"You had large unforeseen expenses, specify",Yes,Used savings;
8931,You had large unforeseen medical expenses,Yes,Used savings;
4991,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
7377,You had large unforeseen medical expenses,Yes,Used savings;
2683,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1079,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
9279,You received no money/less money than you expected,Yes,Nothing
9465,You received no money/less money than you expected,Yes,Used savings;
7378,You received no money/less money than you expected,Yes,Cut down on expenses
5950,You had large unforeseen death/funeral expenses,Yes,Used savings;
5950,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
5774,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5774,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
544,You had large unforeseen medical expenses,Yes,Nothing
4697,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9764,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
9764,You had large unforeseen medical expenses,Yes,Cut down on expenses
2304,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
1813,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
3194,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
3194,You had large unforeseen medical expenses,No,Nothing
5184,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
7772,You received no money/less money than you expected,Yes,Nothing
7250,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
4477,Harvest/crop failure/loss of livestock only for those who farm?,No,Cut down on expenses
546,You had large unforeseen medical expenses,Yes,Borrowed money
5951,You had large unforeseen medical expenses,No,Nothing
2899,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
2899,You received no money/less money than you expected,Yes,Used savings;
2899,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
4209,You received no money/less money than you expected,Yes,Cut down on expenses
4209,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
4209,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
334,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
334,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
2684,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
5535,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
8006,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
8498,You had large unforeseen medical expenses,No,Sold asset/something not obtained for this purpose
6458,You received no money/less money than you expected,Yes,Cut down on expenses
8694,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
8694,You received no money/less money than you expected,Yes,Cut down on expenses
4698,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
6459,You had large unforeseen medical expenses,Yes,Used savings;
4478,You received no money/less money than you expected,Yes,Cut down on expenses
4478,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1081,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
5327,You had large unforeseen medical expenses,Yes,Cut down on expenses
7089,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1082,You had large unforeseen medical expenses,Yes,Cut down on expenses
8933,You had large unforeseen medical expenses,No,Nothing
748,You received no money/less money than you expected,Yes,Used savings;
3716,You had large unforeseen medical expenses,Yes,Borrowed money
3716,You received no money/less money than you expected,Yes,Borrowed money
3716,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9765,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
2069,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6107,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
8695,You received no money/less money than you expected,Yes,Cut down on expenses
8695,You had large unforeseen medical expenses,Yes,Cut down on expenses
3937,You had large unforeseen medical expenses,Yes,Sold asset/something not obtained for this purpose
1619,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1619,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2685,You had large unforeseen medical expenses,Yes,Used savings;
7775,You had large unforeseen medical expenses,Yes,Borrowed money
9525,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
3717,You received no money/less money than you expected,Yes,Used savings;
3717,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
6252,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
5536,You had large unforeseen death/funeral expenses,Yes,Borrowed money
7777,You had large unforeseen medical expenses,Yes,Used savings;
7777,You received no money/less money than you expected,Yes,Used savings;
1814,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
6253,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
4211,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
3938,You received no money/less money than you expected,Yes,Nothing
3718,You had large unforeseen medical expenses,No,Worked more/did casual jobs
6762,You received no money/less money than you expected,No,Cut down on expenses
2902,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
3195,You had large unforeseen medical expenses,Yes,Borrowed money
3195,You had large unforeseen death/funeral expenses,Yes,Borrowed money
3195,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4992,You had large unforeseen medical expenses,Yes,Cut down on expenses
8934,You had large unforeseen medical expenses,Yes,Used savings;
1408,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
1408,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
1408,You had large unforeseen medical expenses,Yes,Used savings;
7090,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1083,You received no money/less money than you expected,Yes,Cut down on expenses
1083,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
1083,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9466,You received no money/less money than you expected,Yes,Borrowed money
2499,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
2687,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
8620,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
8620,You received no money/less money than you expected,Yes,Cut down on expenses
9467,You received no money/less money than you expected,Yes,Used savings;
4479,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2306,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
4212,You had large unforeseen medical expenses,Yes,Cut down on expenses
6255,You received no money/less money than you expected,Yes,Nothing
8499,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
8499,You received no money/less money than you expected,Yes,Nothing
2904,You had large unforeseen medical expenses,No,Used savings;
2904,You had large unforeseen death/funeral expenses,No,Used savings;
9468,You received no money/less money than you expected,Yes,Used savings;
1621,You had large unforeseen medical expenses,Yes,Borrowed money
2070,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
2070,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2070,You received no money/less money than you expected,Yes,Cut down on expenses
9469,You received no money/less money than you expected,Yes,Cut down on expenses
