SN,Pers_id,pay2_2,pay2_3a,pay2_3aOther,pay2_3b__0,pay2_4,pay2_5,pay2_6
8320,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through Agent,Household use (food/clothing)
6098,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through Agent,Household use (food/clothing)
978,Child,Urban community, , ,Dar es Salaam,Several times a year,Through Agent,Household use (food/clothing)
806,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through Agent,Household use (food/clothing)
7006,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Friends or family takes it there,Household use (food/clothing)
9827,Child,Urban community, , ,Dar es Salaam,Several times a year,Friends or family takes it there,Household use (food/clothing)
5947,"Other, specify",Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Friends or family takes it there,Household use (food/clothing)
9906,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Friends or family takes it there,Household use (food/clothing)
7845,Other family member,Urban community, , ,Dar es Salaam,Monthly,Friends or family takes it there,Household use (food/clothing)
1831,Parent,Urban community, , ,Dar es Salaam,When you can,Bus/taxi driver takes it there,Household use (food/clothing)
7420,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
6814,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
8034,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6641,Parent,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
7449,Parent,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone: different network,Household use (food/clothing)
7449,Spouse,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone: different network,Household use (food/clothing)
4552,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
6649,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6005,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
610,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8041,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
865,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7132,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7491,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
6827,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
1505,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7502,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6371,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7510,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
1513,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
9647,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
8439,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
9390,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7527,"Other, specify",Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7529,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
8045,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7535,Parent,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
1250,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
4836,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
644,Child,Rural village, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
8556,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8242,Parent,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7549,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7557,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
653,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
6187,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6396,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7572,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7579,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
4602,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
7595,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7597,Spouse,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
2212,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
2212,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
954,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7609,Spouse,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7039,Spouse,Rural village, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
8314,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
9690,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
6417,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6695,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
6698,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
1559,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
8466,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6863,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
14,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7634,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7639,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
1564,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7642,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7349,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7654,Spouse,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
7657,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
7661,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6056,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7667,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
1575,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7670,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
8061,Other family member,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
7672,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6873,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7683,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6324,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
2255,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7695,Parent,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
6592,Parent,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
6592,Other family member,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
7360,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
6735,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
9733,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7715,Friend,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
8597,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7723,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
6748,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
7733,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7365,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8686,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7743,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
8488,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
3405,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7748,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
3176,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
9593,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
6894,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
6101,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7758,Child,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
7760,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6249,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
3933,Parent,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7248,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8500,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
2075,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7784,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
343,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
9770,Friend,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone: different network,Household use (food/clothing)
7811,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7817,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
9789,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7820,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
771,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7276,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7276,Spouse,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7828,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
9849,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7832,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
5344,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
9481,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
7845,Friend,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone: different network,Household use (food/clothing)
4729,Other family member,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone: different network,Household use (food/clothing)
9155,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone: different network,Household use (food/clothing)
3772,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
6989,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
376,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone: different network,Household use (food/clothing)
7866,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7868,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
8082,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
7409,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9605,Parent,Urban community, , ,Dar es Salaam,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
7421,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7427,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6997,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6505,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7432,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8735,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2365,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
5215,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
9370,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7458,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6292,Parent,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
7315,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7459,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7468,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9168,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8368,Parent,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3506,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9175,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7953,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7144,Parent,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9864,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9111,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8301,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1706,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1712,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
9869,Other family member,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone using the same network,Household use (food/clothing)
7543,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7155,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8796,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7332,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7028,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
445,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1262,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2414,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
934,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8092,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8158,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3052,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
3859,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3330,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6201,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8311,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7591,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
950,Child,Rural village, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7178,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7600,Spouse,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone using the same network,Household use (food/clothing)
6413,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6205,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7182,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7616,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6038,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1546,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6861,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9558,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7342,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2221,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1742,Child,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone using the same network,Household use (food/clothing)
6041,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7625,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8382,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7189,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9698,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6421,Child,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7050,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1560,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4632,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9590,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7634,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2442,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9706,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4918,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
988,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6578,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7666,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6581,Other family member,Rural village, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
501,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1763,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9194,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6719,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7686,Parent,Rural village, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6430,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8100,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4934,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1776,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7987,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9452,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7989,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8064,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9200,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1601,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2038,Child,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
2658,"Other, specify",Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6090,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7733,Parent,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6445,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3164,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1374,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
2294,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7081,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8191,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8001,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6596,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9844,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7752,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9274,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9895,Parent,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7085,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
327,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8930,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8199,Other family member,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone using the same network,Household use (food/clothing)
9142,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2687,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2305,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
750,Child,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
